-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/2000 through 12/31/2025 in LST
Location: Regional 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
PARAMETER,YEAR,LAT,LON,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
PRECTOTCORR,2000,38.0,38.125,3.31,1.77,1.05,0.99,0.44,0.01,0.02,0.08,0.44,1.5,0.95,2.06,1.05
PRECTOTCORR,2000,38.0,38.75,2.76,1.51,0.95,1.06,0.41,0.01,0.01,0.07,0.3,1.43,0.86,2.0,0.95
PRECTOTCORR,2000,38.0,39.375,2.55,1.62,1.0,1.18,0.37,0.01,0.0,0.08,0.22,1.41,0.8,2.21,0.95
PRECTOTCORR,2000,38.0,40.0,2.81,2.18,1.37,1.36,0.29,0.0,0.0,0.17,0.15,1.52,0.75,2.97,1.13
PRECTOTCORR,2000,38.0,40.625,2.88,2.34,1.56,1.43,0.26,0.0,0.0,0.2,0.13,1.47,0.67,3.35,1.19
PRECTOTCORR,2000,38.0,41.25,3.08,2.28,1.92,1.71,0.32,0.0,0.0,0.22,0.1,1.11,0.64,3.8,1.27
PRECTOTCORR,2000,38.0,41.875,2.85,2.16,2.11,2.15,0.41,0.01,0.0,0.14,0.07,0.87,0.74,3.64,1.26
PRECTOTCORR,2000,38.0,42.5,2.72,2.1,2.06,2.35,0.49,0.01,0.0,0.15,0.07,0.83,0.83,3.36,1.25
PRECTOTCORR,2000,38.5,36.875,4.35,2.14,1.43,1.57,0.86,0.46,0.0,0.29,0.68,1.31,0.81,1.96,1.32
PRECTOTCORR,2000,38.5,37.5,3.55,1.93,1.21,1.35,0.74,0.28,0.0,0.21,0.63,1.51,0.67,1.76,1.15
PRECTOTCORR,2000,38.5,38.125,1.87,1.49,0.84,1.23,0.66,0.05,0.0,0.12,0.46,1.67,0.34,1.27,0.83
PRECTOTCORR,2000,38.5,38.75,1.96,1.6,0.92,1.39,0.65,0.06,0.0,0.14,0.41,1.58,0.42,1.45,0.88
PRECTOTCORR,2000,38.5,39.375,2.34,2.01,1.26,1.62,0.63,0.02,0.0,0.24,0.34,1.52,0.51,1.89,1.03
PRECTOTCORR,2000,38.5,40.0,3.2,2.64,1.86,1.77,0.6,0.02,0.0,0.46,0.33,1.74,0.55,2.61,1.31
PRECTOTCORR,2000,38.5,40.625,3.94,2.99,2.34,1.92,0.6,0.01,0.0,0.63,0.32,1.81,0.56,3.19,1.53
PRECTOTCORR,2000,38.5,41.25,4.24,2.93,2.58,2.26,0.64,0.01,0.0,0.64,0.27,1.62,0.59,3.36,1.6
PRECTOTCORR,2000,38.5,41.875,3.93,2.57,2.45,2.51,0.68,0.01,0.0,0.53,0.22,1.35,0.64,3.17,1.51
PRECTOTCORR,2000,38.5,42.5,2.92,2.01,1.67,2.68,0.72,0.04,0.01,0.31,0.12,0.9,0.82,2.4,1.22
PRECTOTCORR,2001,37.0,36.875,0.83,4.33,2.37,1.83,2.83,0.04,0.01,0.12,0.55,1.0,2.48,6.1,1.86
PRECTOTCORR,2001,37.0,37.5,0.97,3.47,2.3,1.93,1.93,0.02,0.0,0.04,0.2,0.99,1.97,6.29,1.67
PRECTOTCORR,2001,37.0,38.125,0.84,3.21,2.1,1.83,1.67,0.01,0.0,0.02,0.19,0.96,1.65,5.95,1.53
PRECTOTCORR,2001,37.0,38.75,0.58,2.99,1.75,1.61,1.57,0.01,0.0,0.01,0.27,0.89,1.16,4.84,1.3
PRECTOTCORR,2001,37.0,39.375,0.48,2.87,1.52,1.41,1.59,0.0,0.0,0.0,0.27,0.84,0.79,3.98,1.14
PRECTOTCORR,2001,37.0,40.0,0.49,2.56,1.52,1.3,1.59,0.0,0.0,0.0,0.25,0.75,0.67,3.46,1.04
PRECTOTCORR,2001,37.0,40.625,0.57,2.1,1.56,1.03,1.41,0.0,0.0,0.0,0.11,0.6,0.31,2.51,0.85
PRECTOTCORR,2001,37.0,41.25,0.57,2.02,1.56,0.98,1.37,0.0,0.0,0.0,0.1,0.58,0.24,2.3,0.81
PRECTOTCORR,2001,37.0,41.875,0.72,2.11,2.2,0.97,1.41,0.02,0.01,0.0,0.08,0.79,0.5,2.94,0.98
PRECTOTCORR,2001,37.0,42.5,0.76,2.31,2.36,1.06,1.66,0.02,0.02,0.0,0.08,0.89,0.72,3.63,1.12
PRECTOTCORR,2001,37.5,36.875,0.75,3.64,2.59,1.91,1.78,0.03,0.0,0.04,0.27,0.94,2.22,7.05,1.76
PRECTOTCORR,2001,37.5,37.5,0.74,3.29,2.44,1.9,1.67,0.02,0.0,0.03,0.22,0.89,2.02,6.55,1.64
PRECTOTCORR,2001,37.5,38.125,0.66,2.97,2.24,1.85,1.69,0.02,0.01,0.02,0.24,0.84,1.78,5.81,1.5
PRECTOTCORR,2001,37.5,38.75,0.5,2.91,2.2,1.87,1.78,0.02,0.02,0.01,0.36,0.89,1.51,5.31,1.44
PRECTOTCORR,2001,37.5,39.375,0.44,2.83,2.24,1.79,1.98,0.01,0.02,0.01,0.43,0.93,1.32,4.82,1.4
PRECTOTCORR,2001,37.5,40.0,0.46,2.75,2.55,1.74,2.4,0.02,0.01,0.01,0.47,0.96,1.11,4.42,1.4
PRECTOTCORR,2001,37.5,40.625,0.52,2.69,2.41,1.57,2.41,0.02,0.01,0.01,0.32,0.88,0.77,4.08,1.3
PRECTOTCORR,2001,37.5,41.25,0.56,2.6,2.55,1.5,2.31,0.03,0.01,0.01,0.27,0.86,0.72,3.89,1.27
PRECTOTCORR,2001,37.5,41.875,0.78,2.65,2.7,1.5,2.27,0.04,0.02,0.01,0.1,1.05,0.82,4.68,1.38
PRECTOTCORR,2001,37.5,42.5,0.83,2.73,2.8,1.59,2.44,0.05,0.02,0.01,0.09,1.11,0.94,5.17,1.48
PRECTOTCORR,2001,38.0,36.875,0.42,3.12,2.22,1.62,1.85,0.05,0.01,0.04,0.29,0.92,2.05,6.1,1.55
PRECTOTCORR,2001,38.0,37.5,0.44,2.75,2.1,1.55,1.84,0.03,0.01,0.02,0.21,0.85,1.96,5.4,1.42
PRECTOTCORR,2001,38.0,38.125,0.38,2.28,1.86,1.45,2.06,0.02,0.02,0.01,0.16,0.76,1.81,4.34,1.26
PRECTOTCORR,2001,38.0,38.75,0.33,2.17,2.07,1.72,2.44,0.04,0.04,0.01,0.28,0.79,1.63,4.24,1.31
PRECTOTCORR,2001,38.0,39.375,0.34,2.22,2.52,1.95,2.84,0.06,0.06,0.02,0.42,0.89,1.56,4.43,1.44
PRECTOTCORR,2001,38.0,40.0,0.4,2.65,3.51,2.35,3.51,0.1,0.06,0.03,0.6,1.09,1.67,5.2,1.76
PRECTOTCORR,2001,38.0,40.625,0.46,2.82,3.65,2.36,3.63,0.11,0.04,0.03,0.57,1.13,1.58,5.36,1.81
PRECTOTCORR,2001,38.0,41.25,0.67,3.09,3.39,2.37,3.49,0.14,0.04,0.03,0.31,1.23,1.23,5.8,1.81
PRECTOTCORR,2001,38.0,41.875,0.9,3.03,3.22,2.32,3.34,0.13,0.05,0.03,0.12,1.47,1.14,6.24,1.83
PRECTOTCORR,2001,38.0,42.5,0.99,2.88,3.21,2.36,3.32,0.15,0.07,0.03,0.06,1.69,1.23,6.15,1.85
PRECTOTCORR,2001,38.5,36.875,0.24,2.3,1.61,1.53,2.25,0.14,0.03,0.06,0.4,0.68,1.57,4.22,1.25
PRECTOTCORR,2001,38.5,37.5,0.24,2.0,1.58,1.39,2.35,0.08,0.04,0.04,0.26,0.7,1.66,3.71,1.17
PRECTOTCORR,2001,38.5,38.125,0.2,1.35,1.5,1.39,2.96,0.05,0.07,0.02,0.1,0.64,1.59,2.76,1.05
PRECTOTCORR,2001,38.5,38.75,0.22,1.45,1.91,1.81,3.34,0.09,0.11,0.03,0.18,0.68,1.55,3.35,1.23
PRECTOTCORR,2001,38.5,39.375,0.27,1.8,2.78,2.59,4.18,0.19,0.15,0.05,0.26,0.79,1.57,4.54,1.6
PRECTOTCORR,2001,38.5,40.0,0.32,2.55,3.75,3.14,4.8,0.28,0.13,0.08,0.38,1.01,1.86,5.75,2.01
PRECTOTCORR,2001,38.5,40.625,0.42,3.2,4.24,3.5,5.08,0.34,0.12,0.1,0.39,1.24,1.96,6.61,2.27
PRECTOTCORR,2001,38.5,41.25,0.65,3.51,4.21,3.63,4.99,0.37,0.11,0.1,0.27,1.54,1.77,7.13,2.36
PRECTOTCORR,2001,38.5,41.875,0.84,3.35,3.85,3.49,4.62,0.34,0.13,0.1,0.16,1.77,1.48,6.95,2.26
PRECTOTCORR,2001,38.5,42.5,1.11,2.55,3.34,2.92,3.63,0.29,0.16,0.07,0.06,2.27,1.32,5.44,1.93
PRECTOTCORR,2002,37.0,36.875,2.75,1.66,3.12,2.3,0.77,0.8,0.32,1.02,0.58,1.15,1.2,1.98,1.47
PRECTOTCORR,2002,37.0,37.5,2.14,1.84,2.68,1.48,0.83,0.19,0.07,0.63,0.14,0.58,1.02,1.72,1.11
PRECTOTCORR,2002,37.0,38.125,1.79,1.72,2.59,1.47,0.7,0.09,0.05,0.42,0.08,0.41,0.98,1.63,0.99
PRECTOTCORR,2002,37.0,38.75,1.13,1.37,2.63,1.76,0.42,0.06,0.07,0.12,0.1,0.26,0.97,1.52,0.86
PRECTOTCORR,2002,37.0,39.375,0.84,1.1,2.48,2.01,0.33,0.03,0.05,0.01,0.14,0.24,0.89,1.37,0.79
PRECTOTCORR,2002,37.0,40.0,0.82,1.02,2.14,1.88,0.39,0.04,0.04,0.0,0.12,0.29,0.76,1.36,0.74
PRECTOTCORR,2002,37.0,40.625,0.84,0.81,1.65,1.67,0.48,0.01,0.01,0.0,0.07,0.36,0.46,1.45,0.65
PRECTOTCORR,2002,37.0,41.25,0.82,0.76,1.52,1.55,0.51,0.01,0.01,0.0,0.05,0.36,0.39,1.41,0.62
PRECTOTCORR,2002,37.0,41.875,1.07,0.88,2.52,2.37,0.54,0.04,0.02,0.0,0.06,0.46,0.57,2.19,0.89
PRECTOTCORR,2002,37.0,42.5,1.25,1.05,2.96,2.84,0.58,0.06,0.03,0.0,0.08,0.55,0.76,2.68,1.07
PRECTOTCORR,2002,37.5,36.875,2.73,1.66,2.88,1.87,1.11,0.34,0.27,0.8,0.21,0.76,0.96,1.66,1.27
PRECTOTCORR,2002,37.5,37.5,2.24,1.63,2.75,1.74,1.04,0.3,0.2,0.61,0.14,0.59,0.91,1.67,1.15
PRECTOTCORR,2002,37.5,38.125,1.64,1.54,2.69,1.78,0.89,0.32,0.12,0.38,0.11,0.45,0.89,1.72,1.04
PRECTOTCORR,2002,37.5,38.75,1.16,1.48,2.84,1.9,0.66,0.26,0.13,0.14,0.12,0.35,0.99,1.87,0.99
PRECTOTCORR,2002,37.5,39.375,0.97,1.41,2.73,2.05,0.63,0.22,0.11,0.04,0.14,0.33,1.01,1.93,0.96
PRECTOTCORR,2002,37.5,40.0,1.01,1.42,2.41,2.16,0.76,0.09,0.06,0.0,0.16,0.41,1.04,2.11,0.97
PRECTOTCORR,2002,37.5,40.625,1.06,1.29,2.16,2.23,0.79,0.04,0.04,0.0,0.13,0.44,0.92,2.27,0.95
PRECTOTCORR,2002,37.5,41.25,1.15,1.24,2.27,2.33,0.8,0.04,0.05,0.0,0.12,0.44,0.87,2.33,0.97
PRECTOTCORR,2002,37.5,41.875,1.38,1.39,3.14,3.26,0.61,0.08,0.05,0.0,0.12,0.67,1.0,3.18,1.24
PRECTOTCORR,2002,37.5,42.5,1.5,1.53,3.38,3.56,0.58,0.1,0.06,0.0,0.13,0.75,1.11,3.52,1.35
PRECTOTCORR,2002,38.0,36.875,2.9,1.39,2.36,2.26,1.2,0.62,0.92,0.59,0.39,0.68,0.82,1.67,1.32
PRECTOTCORR,2002,38.0,37.5,2.37,1.32,2.24,2.21,1.2,0.67,0.54,0.44,0.28,0.56,0.69,1.64,1.18
PRECTOTCORR,2002,38.0,38.125,1.68,1.21,2.09,2.33,1.14,0.81,0.22,0.24,0.23,0.45,0.59,1.72,1.06
PRECTOTCORR,2002,38.0,38.75,1.26,1.33,2.38,2.45,1.03,0.71,0.19,0.08,0.23,0.44,0.71,1.96,1.06
PRECTOTCORR,2002,38.0,39.375,1.16,1.5,2.6,2.55,1.03,0.55,0.14,0.02,0.24,0.5,0.88,2.2,1.11
PRECTOTCORR,2002,38.0,40.0,1.5,1.89,2.82,2.74,1.18,0.25,0.14,0.0,0.24,0.6,1.3,2.7,1.28
PRECTOTCORR,2002,38.0,40.625,1.65,1.94,2.79,2.89,1.2,0.17,0.16,0.0,0.24,0.64,1.41,2.94,1.33
PRECTOTCORR,2002,38.0,41.25,1.85,1.95,3.12,3.51,0.97,0.1,0.2,0.01,0.21,0.74,1.5,3.5,1.47
PRECTOTCORR,2002,38.0,41.875,1.83,1.98,3.61,4.13,0.72,0.15,0.14,0.01,0.2,0.98,1.53,4.13,1.62
PRECTOTCORR,2002,38.0,42.5,1.83,1.95,3.75,4.34,0.73,0.21,0.15,0.02,0.21,1.13,1.57,4.26,1.68
PRECTOTCORR,2002,38.5,36.875,2.78,1.08,1.75,2.59,1.21,0.8,2.58,0.36,0.77,0.63,0.82,1.65,1.42
PRECTOTCORR,2002,38.5,37.5,2.26,1.03,1.68,2.68,1.25,0.95,1.49,0.25,0.56,0.55,0.62,1.65,1.25
PRECTOTCORR,2002,38.5,38.125,1.34,1.01,1.69,2.95,1.31,1.18,0.28,0.06,0.36,0.51,0.37,1.81,1.07
PRECTOTCORR,2002,38.5,38.75,1.36,1.24,2.12,3.0,1.3,1.01,0.24,0.04,0.36,0.61,0.55,2.03,1.15
PRECTOTCORR,2002,38.5,39.375,1.61,1.73,2.83,3.21,1.39,0.76,0.17,0.02,0.36,0.78,0.92,2.46,1.35
PRECTOTCORR,2002,38.5,40.0,2.27,2.21,3.17,3.55,1.52,0.5,0.32,0.02,0.36,0.83,1.47,2.93,1.59
PRECTOTCORR,2002,38.5,40.625,2.76,2.51,3.37,3.91,1.57,0.31,0.5,0.05,0.35,0.87,1.9,3.34,1.78
PRECTOTCORR,2002,38.5,41.25,2.91,2.62,3.69,4.4,1.4,0.23,0.56,0.07,0.32,0.98,2.12,3.9,1.93
PRECTOTCORR,2002,38.5,41.875,2.62,2.47,3.83,4.61,1.2,0.27,0.51,0.1,0.3,1.1,2.04,4.16,1.93
PRECTOTCORR,2002,38.5,42.5,1.9,1.89,3.63,4.44,1.12,0.43,0.29,0.08,0.24,1.44,1.72,3.97,1.76
PRECTOTCORR,2003,37.0,36.875,3.35,5.18,3.95,1.47,0.81,0.19,0.0,0.0,0.75,1.15,1.8,3.58,1.83
PRECTOTCORR,2003,37.0,37.5,2.71,4.74,3.22,0.97,0.67,0.05,0.0,0.0,0.3,1.27,1.72,3.1,1.55
PRECTOTCORR,2003,37.0,38.125,2.46,4.56,2.87,0.86,0.58,0.05,0.0,0.0,0.18,1.2,1.47,2.69,1.39
PRECTOTCORR,2003,37.0,38.75,2.12,4.3,2.33,0.85,0.39,0.11,0.0,0.0,0.07,0.98,1.02,2.02,1.16
PRECTOTCORR,2003,37.0,39.375,1.86,3.78,1.78,0.9,0.26,0.17,0.0,0.0,0.02,0.81,0.81,1.7,0.99
PRECTOTCORR,2003,37.0,40.0,1.77,3.6,1.63,0.96,0.21,0.22,0.0,0.0,0.03,0.69,0.91,1.56,0.95
PRECTOTCORR,2003,37.0,40.625,1.65,3.51,1.28,1.17,0.09,0.21,0.0,0.0,0.03,0.34,1.23,1.31,0.88
PRECTOTCORR,2003,37.0,41.25,1.63,3.53,1.11,1.18,0.06,0.19,0.0,0.0,0.03,0.26,1.29,1.24,0.86
PRECTOTCORR,2003,37.0,41.875,1.72,4.45,2.21,1.87,0.11,0.33,0.0,0.01,0.03,0.41,1.59,1.58,1.17
PRECTOTCORR,2003,37.0,42.5,1.79,4.91,2.93,2.24,0.17,0.47,0.0,0.01,0.03,0.58,1.75,1.92,1.37
PRECTOTCORR,2003,37.5,36.875,2.8,4.64,3.49,1.17,0.9,0.08,0.01,0.0,0.42,1.35,1.72,3.0,1.62
PRECTOTCORR,2003,37.5,37.5,2.53,4.67,3.32,1.12,0.78,0.06,0.02,0.0,0.32,1.4,1.61,2.63,1.52
PRECTOTCORR,2003,37.5,38.125,2.27,4.78,3.2,1.14,0.63,0.06,0.02,0.0,0.24,1.41,1.43,2.18,1.43
PRECTOTCORR,2003,37.5,38.75,2.21,5.18,2.98,1.23,0.49,0.12,0.02,0.0,0.15,1.23,1.23,1.97,1.38
PRECTOTCORR,2003,37.5,39.375,2.1,5.24,2.7,1.41,0.4,0.21,0.02,0.0,0.11,1.13,1.2,1.96,1.35
PRECTOTCORR,2003,37.5,40.0,2.09,5.6,2.38,1.83,0.31,0.41,0.02,0.0,0.07,0.95,1.47,2.32,1.43
PRECTOTCORR,2003,37.5,40.625,2.03,5.63,2.28,2.08,0.22,0.46,0.01,0.01,0.05,0.75,1.7,2.31,1.43
PRECTOTCORR,2003,37.5,41.25,2.03,5.68,2.33,2.21,0.21,0.44,0.02,0.0,0.07,0.71,1.81,2.27,1.45
PRECTOTCORR,2003,37.5,41.875,1.92,5.48,3.66,2.6,0.24,0.65,0.0,0.02,0.05,0.81,1.93,2.32,1.61
PRECTOTCORR,2003,37.5,42.5,1.95,5.63,4.2,2.76,0.28,0.76,0.0,0.02,0.05,0.93,2.01,2.51,1.73
PRECTOTCORR,2003,38.0,36.875,2.18,3.81,3.04,1.57,0.88,0.11,0.03,0.0,0.46,1.57,1.4,2.36,1.44
PRECTOTCORR,2003,38.0,37.5,1.87,3.82,3.18,1.58,0.72,0.07,0.04,0.0,0.41,1.78,1.39,1.91,1.38
PRECTOTCORR,2003,38.0,38.125,1.55,3.87,3.32,1.69,0.55,0.08,0.06,0.0,0.37,1.93,1.27,1.42,1.33
PRECTOTCORR,2003,38.0,38.75,1.61,4.43,3.33,1.88,0.5,0.15,0.05,0.0,0.31,1.78,1.27,1.47,1.38
PRECTOTCORR,2003,38.0,39.375,1.79,5.09,3.3,2.12,0.49,0.28,0.04,0.0,0.27,1.62,1.43,1.87,1.5
PRECTOTCORR,2003,38.0,40.0,2.29,6.69,3.38,2.69,0.54,0.55,0.06,0.01,0.24,1.49,2.0,2.93,1.87
PRECTOTCORR,2003,38.0,40.625,2.39,7.09,3.47,2.92,0.51,0.66,0.07,0.01,0.22,1.44,2.21,3.24,1.98
PRECTOTCORR,2003,38.0,41.25,2.43,7.0,4.21,3.16,0.49,0.79,0.08,0.01,0.19,1.39,2.39,3.35,2.09
PRECTOTCORR,2003,38.0,41.875,2.19,6.26,5.17,3.26,0.45,1.02,0.04,0.03,0.14,1.36,2.32,3.15,2.09
PRECTOTCORR,2003,38.0,42.5,2.05,5.81,5.35,3.32,0.46,1.15,0.03,0.06,0.15,1.37,2.29,2.98,2.06
PRECTOTCORR,2003,38.5,36.875,1.46,2.74,1.94,2.11,0.92,0.11,0.03,0.0,0.56,1.69,1.05,1.71,1.18
PRECTOTCORR,2003,38.5,37.5,1.25,2.86,2.58,2.17,0.74,0.1,0.05,0.0,0.52,2.01,1.11,1.34,1.22
PRECTOTCORR,2003,38.5,38.125,0.94,3.04,3.39,2.33,0.52,0.11,0.08,0.0,0.49,2.33,1.18,0.86,1.26
PRECTOTCORR,2003,38.5,38.75,1.21,3.63,3.53,2.48,0.61,0.17,0.07,0.0,0.48,2.16,1.38,1.26,1.4
PRECTOTCORR,2003,38.5,39.375,1.73,4.87,3.89,2.81,0.78,0.29,0.1,0.0,0.5,2.01,1.86,2.11,1.72
PRECTOTCORR,2003,38.5,40.0,2.37,6.54,4.18,3.34,0.91,0.49,0.16,0.01,0.55,2.14,2.47,3.2,2.17
PRECTOTCORR,2003,38.5,40.625,2.83,7.7,4.5,3.75,0.99,0.68,0.23,0.01,0.57,2.26,2.92,3.97,2.5
PRECTOTCORR,2003,38.5,41.25,2.93,7.88,5.17,3.95,0.98,0.88,0.24,0.03,0.53,2.27,3.08,4.23,2.64
PRECTOTCORR,2003,38.5,41.875,2.69,7.23,5.52,3.88,0.89,1.04,0.2,0.04,0.46,2.12,2.91,3.93,2.54
PRECTOTCORR,2003,38.5,42.5,1.82,4.88,4.83,3.47,0.61,1.34,0.09,0.15,0.33,1.48,2.25,2.56,1.96
PRECTOTCORR,2004,37.0,36.875,6.45,3.41,0.23,1.32,0.79,0.05,0.03,0.81,0.07,0.38,5.59,0.95,1.66
PRECTOTCORR,2004,37.0,37.5,5.59,3.82,0.1,1.27,0.77,0.01,0.03,0.15,0.01,0.2,5.89,0.97,1.55
PRECTOTCORR,2004,37.0,38.125,4.86,3.51,0.08,1.37,0.7,0.0,0.03,0.03,0.0,0.16,5.45,0.79,1.4
PRECTOTCORR,2004,37.0,38.75,3.44,2.72,0.1,1.57,0.63,0.02,0.01,0.0,0.0,0.15,4.45,0.37,1.11
PRECTOTCORR,2004,37.0,39.375,2.44,2.21,0.12,1.46,0.67,0.06,0.0,0.0,0.0,0.12,3.67,0.14,0.9
PRECTOTCORR,2004,37.0,40.0,2.12,2.13,0.13,1.34,0.78,0.08,0.0,0.0,0.0,0.1,3.34,0.11,0.83
PRECTOTCORR,2004,37.0,40.625,2.01,2.29,0.25,1.06,0.78,0.07,0.0,0.0,0.0,0.06,3.37,0.1,0.82
PRECTOTCORR,2004,37.0,41.25,1.96,2.31,0.24,0.99,0.77,0.08,0.0,0.0,0.0,0.04,3.39,0.09,0.81
PRECTOTCORR,2004,37.0,41.875,2.84,2.83,0.58,1.43,1.13,0.02,0.0,0.01,0.0,0.24,4.5,0.25,1.14
PRECTOTCORR,2004,37.0,42.5,3.11,2.95,0.72,1.76,1.49,0.02,0.01,0.04,0.0,0.36,4.94,0.37,1.3
PRECTOTCORR,2004,37.5,36.875,6.42,3.42,0.14,1.52,1.05,0.03,0.04,0.17,0.02,0.29,5.83,1.0,1.65
PRECTOTCORR,2004,37.5,37.5,5.71,3.31,0.11,1.69,1.03,0.02,0.04,0.06,0.01,0.27,5.57,0.89,1.55
PRECTOTCORR,2004,37.5,38.125,4.83,3.04,0.08,1.95,0.99,0.02,0.03,0.01,0.0,0.29,5.15,0.7,1.41
PRECTOTCORR,2004,37.5,38.75,3.97,2.78,0.1,2.12,1.02,0.05,0.01,0.0,0.0,0.29,4.92,0.43,1.29
PRECTOTCORR,2004,37.5,39.375,3.3,2.64,0.11,2.08,1.25,0.11,0.0,0.0,0.0,0.26,4.46,0.28,1.19
PRECTOTCORR,2004,37.5,40.0,2.77,2.88,0.16,1.85,1.83,0.24,0.0,0.0,0.0,0.16,3.97,0.2,1.16
PRECTOTCORR,2004,37.5,40.625,2.81,3.11,0.28,1.68,1.92,0.23,0.0,0.0,0.0,0.13,4.05,0.19,1.19
PRECTOTCORR,2004,37.5,41.25,3.06,3.3,0.38,1.67,1.85,0.19,0.0,0.0,0.0,0.14,4.25,0.22,1.24
PRECTOTCORR,2004,37.5,41.875,3.39,3.23,0.8,2.11,1.98,0.04,0.0,0.0,0.0,0.47,5.43,0.42,1.48
PRECTOTCORR,2004,37.5,42.5,3.45,3.21,0.88,2.33,2.2,0.03,0.01,0.01,0.0,0.55,5.76,0.48,1.56
PRECTOTCORR,2004,38.0,36.875,5.11,2.47,0.27,1.89,1.38,0.1,0.04,0.12,0.02,0.35,4.62,0.93,1.43
PRECTOTCORR,2004,38.0,37.5,4.57,2.43,0.18,2.15,1.39,0.07,0.03,0.04,0.01,0.38,4.35,0.85,1.36
PRECTOTCORR,2004,38.0,38.125,3.81,2.2,0.1,2.51,1.38,0.04,0.02,0.01,0.0,0.45,3.82,0.67,1.24
PRECTOTCORR,2004,38.0,38.75,3.34,2.22,0.13,2.65,1.55,0.09,0.01,0.0,0.0,0.53,3.71,0.5,1.22
